Section,Programme,English title,Episodes,Latest episode,Plays outside Portugal,Description (PT),Description (EN),Link
International documentaries,Sean Penn: O Filho Traquina da América,Sean Penn: America's Bad Boy,1,25 jun. 2026,no,"Ator, realizador e, acima de tudo, provocador empenhado: Sean Penn é quase uma lenda em vida. Domina todas as regras, mas nunca as segue. Dois Óscar","Actor, director and, above all, committed provocateur: Sean Penn is almost a living legend. He masters all the rules, but never follows them. Two Oscar…",https://www.rtp.pt/play/p13927/e938460/sean-penn-o-filho-traquina-da-america
International documentaries,Júlio César: Como se Faz um Ditador,Julius Caesar: The Making of a Dictator,2,24 jun. 2026,no,"Os Idos de Março - À medida que Júlio César assume o controlo de Roma e consolida o seu domínio sobre a República, ele concede a si mesmo podere","The Ides of March - As Julius Caesar takes control of Rome and consolidates his rule over the Republic, he grants himself powe…",https://www.rtp.pt/play/p16010/e938192/julio-cesar-como-se-faz-um-ditador
International documentaries,Ecos da História,Echoes of History,2,22 jun. 2026,no,"A Guerra do Rife - O Mundo no Teste da Modernidade - Os Anos Loucos marcam o início do século XX sob o signo do crescimento, da festa e da excentric","The Rif War - The World Put to the Test of Modernity - The Roaring Twenties mark the start of the 20th century under the sign of growth, partying and eccentric…",https://www.rtp.pt/play/p16496/e937642/ecos-da-historia
International documentaries,Ilhas Japonesas Vistas do Ar,Japanese Islands from Above,1,15 jun. 2026,no,"O Japão tem mais de 6800 ilhas. De fortes costeiros abandonados, a afloramentos vulcânicos escarpados e formações geológicas invulgares, as ilhas","Japan has more than 6,800 islands. From abandoned coastal forts to rugged volcanic outcrops and unusual geological formations, the islands…",https://www.rtp.pt/play/p16447/e936082/ilhas-japonesas-vistas-do-ar
International documentaries,O Reino Desaparecido de Carnac,The Lost Kingdom of Carnac,1,13 jun. 2026,no,"Em Carnac, na Bretanha, França, as longas fileiras de menires continuam a intrigar os arqueólogos. São das primeiras obras arquitetónicas constru","In Carnac, in Brittany, France, the long rows of menhirs continue to intrigue archaeologists. They are among the first architectural works built…",https://www.rtp.pt/play/p15872/e935865/o-reino-desaparecido-de-carnac
International documentaries,Como o Dinheiro Moldou o Mundo,How Money Shaped the World,4,08 jun. 2026,no,"O Dinheiro Virtual - Como é que a Europa e a América passaram a utilizarmoeda de papel? Em 1688, em Inglaterra, a Carta dos Direitos conferiu estatu","Virtual Money - How did Europe and America come to use paper money? In 1688, in England, the Bill of Rights gave statu…",https://www.rtp.pt/play/p16694/e934622/como-o-dinheiro-moldou-o-mundo
International documentaries,Camboja Visto do Céu,Cambodia from the Sky,2,07 jun. 2026,no,"O Camboja é um país de uma beleza deslumbrante e um património cultural profundo, mais conhecido pelo icónico Angkor Wat, o maior monumento religi","Cambodia is a country of breathtaking beauty and deep cultural heritage, best known for the iconic Angkor Wat, the largest religious monument…",https://www.rtp.pt/play/p16372/e934506/camboja-visto-do-ceu
International documentaries,A Guerra dos Mundos: O Romance Profético,The War of the Worlds: The Prophetic Novel,1,20 mai. 2026,no,"Publicado em 1898, A Guerra dos Mundos, de H.G. Wells, foi uma verdadeira revolução literária e cultural. O livro lançou as bases da ficção cien","Published in 1898, H.G. Wells's The War of the Worlds was a true literary and cultural revolution. The book laid the foundations of science fic…",https://www.rtp.pt/play/p16726/e930645/la-guerre-des-mondes-quand-mars-attaque
International documentaries,"Sussex, a Joia de Inglaterra","Sussex, the Jewel of England",5,21 abr. 2026,no,"Neste episódio, exploramos as deslumbrantes paisagens de Sussex e a sua costa banhada pelo sol, conhecendo aqueles que cuidam destes lugares.No mar, ","In this episode, we explore the stunning landscapes of Sussex and its sun-drenched coast, meeting those who look after these places. At sea,…",https://www.rtp.pt/play/p15193/e923715/sussex-a-joia-de-inglaterra
International documentaries,A Maldição do Açúcar,The Curse of Sugar,2,14 abr. 2026,no,"No alvorecer do século XX, o açúcar liga o seu destino ao do império americano em plena expansão... Com o êxodo rural massivo provocado pelas re","At the dawn of the 20th century, sugar ties its fate to that of the rapidly expanding American empire... With the massive rural exodus caused by the re…",https://www.rtp.pt/play/p16015/e922028/a-maldicao-do-acucar
International documentaries,Supercidade: Banguecoque,Supercity: Bangkok,1,19 fev. 2026,no,Banguecoque atrai 22 milhões de visitantes por ano. Porquê? O que faz desta cidade uma atração turística e como é viver numa metrópole como est,"Bangkok attracts 22 million visitors a year. Why? What makes this city a tourist attraction, and what is it like to live in a metropolis like th…",https://www.rtp.pt/play/p15174/e909812/supercidade-banguecoque
International documentaries,Ida Lupino: A Noiva Rebelde de Hollywood,Ida Lupino: Hollywood's Rebel Bride,1,14 jan. 2026,no,"Ida Lupino (1918-1995), uma jovem estrela de uma longa linhagem de atores ingleses, chega a Hollywood em 1933 como 'a Jean Harlow inglesa'. No documen","Ida Lupino (1918-1995), a young star from a long line of English actors, arrives in Hollywood in 1933 as 'the English Jean Harlow'. In the documen…",https://www.rtp.pt/play/p15638/e902107/ida-lupino-la-fiancee-rebelle-d-hollywood
International documentaries,Supercidade: Tóquio,Supercity: Tokyo,1,28 dez. 2025,no,"A repórter Elena Bruhn leva-nos numa exploração inspiradora de uma metrópole com quase 38 milhões de habitantes, ao mesmo tempo que revela as que","Reporter Elena Bruhn takes us on an inspiring exploration of a metropolis with almost 38 million inhabitants, while also revealing the…",https://www.rtp.pt/play/p15177/e898759/supercidade-toquio
International documentaries,Cidades Impossíveis,Impossible Cities,4,17 jul. 2025,yes,"Ricardo Moreira dá-nos a conhecer cinco cidades que estão a resolver grandes problemas do mundo: Berlim, Bruxelas, Barcelona, Luxemburgo e Helsínqu","Ricardo Moreira introduces us to five cities that are solving major world problems: Berlin, Brussels, Barcelona, Luxembourg and Helsink…",https://www.rtp.pt/play/p12990/e864727/cidades-impossiveis
International documentaries,Timex: Uma Revolução Por Contar,Timex: An Untold Revolution,1,29 jan. 2025,yes,A Timex Portugal foi um baluarte da inovação tecnológica no nosso país nas décadas de 70 e 80 do século XX. Propomo-nos contar parte da históri,Timex Portugal was a bastion of technological innovation in our country in the 1970s and 80s. We set out to tell part of the stor…,https://www.rtp.pt/play/p14482/e826316/timex-uma-revolucao-por-contar
International documentaries,Distopia,Dystopia,1,02 jan. 2025,no,"Documentário do realizador portuense Tiago Afonso que acompanha, ao longo de treze anos, de 2007 a 2020, as transformações urbanísticas no Porto, ","A documentary by Porto-born director Tiago Afonso that follows, over thirteen years, from 2007 to 2020, the urban transformations in Porto,…",https://www.rtp.pt/play/p10836/e819895/distopia
International documentaries,Havana de Padura,Padura's Havana,1,19 jun. 2024,no,"Documentário histórico-turístico baseado nos livros do escritor cubano Leonardo Padura (Prémio Príncipe das Astúrias), apresentado pela historia","A historical and travel documentary based on the books of Cuban writer Leonardo Padura (Princess of Asturias Award), presented by the histori…",https://www.rtp.pt/play/p13562/e777208/havana-de-padura
International documentaries,No Reino do Dragão,In the Kingdom of the Dragon,1,19 abr. 2022,yes,"O misterioso e quase mítico Tibete manteve-se desconhecido no mundo ocidental até ao início do século XVII, altura em que um grupo de jesuítas po","The mysterious and almost mythical Tibet remained unknown to the Western world until the early 17th century, when a group of Jesuits…",https://www.rtp.pt/play/p10193/e611722/no-reino-do-dragao
International documentaries,Big Cities,Big Cities,3,20 jul. 2021,no,"Porto, Portugal - Minissérie documental de dois episódios sobre as cidades de Lisboa e Porto, contando histórias de experiências e ideias inovador","Porto, Portugal - A two-episode documentary miniseries about the cities of Lisbon and Porto, telling stories of innovative experiences and ideas…",https://www.rtp.pt/play/p8670/e558895/big-cities
International documentaries,Megaoperação,Mega-Operation,1,18 set. 2020,yes,"Mais do que projetar infraestruturas, fazer engenharia é construir sonhos, ultrapassar obstáculos, ter a ambição de crescer e chegar mais longe. N","More than designing infrastructure, engineering is about building dreams, overcoming obstacles, and having the ambition to grow and go further. …",https://www.rtp.pt/play/p7391/e493825/megaoperacao
Kids & animation,Pirata & Capitão,Pirate & Captain,special,10 set. 2026,no,"Não há nada melhor que ser pirata e capitão! Ser pirata e capitão é uma busca sem fim por tesouros, viver grandes aventuras, diversão e espírito de equipa.","There's nothing better than being a pirate and a captain! Being a pirate and a captain means an endless hunt for treasure, great adventures, fun and team spirit.",https://www.rtp.pt/play/p11989/e940816/pirata-capitao
Kids & animation,Mouk,Mouk,special,10 set. 2026,no,"Mouk e Chavapa, os nossos viajantes globais, continuam vivem novas aventuras a viajar de bicicleta pelo mundo! Da Espanha à Rússia, da Mongólia à Turquia, passando pelo Butão, estes dois nossos amigos conhecem habitantes de todo o planeta. Sobe numa bicicleta e junta-te a eles para descobrires um mundo realista, moderno e colorido! Pessoas incríveis, paisagens inacreditáveis e costumes desconhecid…","Mouk and Chavapa, our globetrotters, are off on new adventures cycling around the world! From Spain to Russia, from Mongolia to Turkey, by way of Bhutan, these two friends of ours meet people from all over the planet. Hop on a bike and join them to discover a realistic, modern and colourful world! Incredible people, unbelievable landscapes and unfamiliar custo…",https://www.rtp.pt/play/p12334/e952763/mouk
Kids & animation,Jasmine e Jambo,Jasmine and Jambo,4,10 set. 2026,no,"Jasmine e Jambo são loucos por música Jasmine e Jambo são loucos por música. Eles vivem em Soundland, uma terra divertida e surreal onde a música e a vida andam de mãos dadas.","Jasmine and Jambo are crazy about music. Jasmine and Jambo are crazy about music. They live in Soundland, a fun, surreal land where music and life go hand in hand.",https://www.rtp.pt/play/p13280/e952745/jasmine-e-jambo
Kids & animation,Edmundo e Lúcia +,Edmund and Lucy +,special,10 set. 2026,no,"Edmundo, um esquilo, e Lúcia, uma ursinha curiosa, são criados como irmãos numa majestosa castanheira, uma espécie de cidade radiante na floresta. Brincam e crescem no coração da natureza, respondendo aos enigmas que ela levanta e vivem aventuras ao ar livre na companhia da sua família e amigos.","Edmundo, a squirrel, and Lúcia, a curious little bear, are raised as brother and sister in a majestic chestnut tree, a kind of radiant city in the forest. They play and grow up in the heart of nature, answering the riddles it sets them and having outdoor adventures with their family and friends.",https://www.rtp.pt/play/p14667/e952753/edmundo-e-lucia-
Kids & animation,Petit,Petit,7,10 set. 2026,yes,"Descobre a perspetiva única e imaginativa de Petit sobre situações do quotidiano que se transformam em aventuras fantásticas que ele irá viver, juntamente com os seus amigos.Baseado no premiado livro ""Petit El Monstruo"" de Isol.","Discover Petit's unique and imaginative take on everyday situations, which turn into the fantastic adventures he goes on with his friends. Based on the award-winning book ""Petit El Monstruo"" by Isol.",https://www.rtp.pt/play/p14897/e952924/petit
Kids & animation,As Férias do Menino Nicolau,Nicholas's Holidays,1,10 set. 2026,no,"Nicolau e os seus amigos vivem grandes aventuras no verão! Junta-te ao Nicolau e ao seu alegre grupo nas suas férias, enquanto constroem castelos de areia, exploram novos parques infantis e vão à caça de tesouros! Eles vão catapultar-te para o seu mundo encantador, cheio de travessuras e aventuras. Que verão fantástico para o Nicolau e os seus amigos!","Nicolau and his friends have great adventures in the summer! Join Nicolau and his cheerful gang on their holidays as they build sandcastles, explore new playgrounds and go treasure hunting! They will whisk you off into their charming world, full of mischief and adventure. What a fantastic summer for Nicolau and his friends!",https://www.rtp.pt/play/p15170/e945375/as-ferias-do-menino-nicolau
Kids & animation,Tom Sawyer,Tom Sawyer,1,06 set. 2026,no,"Com o Tom Sawyer vais viver muitas aventuras cheias de liberdade e amizade Tom Sawyer vive a fantasia de todas as crianças: ser livre como um pássaro, ousado, curioso e corajoso. Cada história de Tom Sawyer é repleta de aventuras: que criança não sonharia desafiar os seus pais e uma tempestade furiosa para procurar um tesouro com um melhor amigo como Huckleberry Finn? Através das suas aventuras, T…","With Tom Sawyer you'll have lots of adventures full of freedom and friendship. Tom Sawyer lives out every child's fantasy: to be free as a bird, daring, curious and brave. Every Tom Sawyer story is packed with adventure: what child wouldn't dream of defying their parents and a raging storm to go looking for treasure with a best friend like Huckleberry Finn? Through his adventures, T…",https://www.rtp.pt/play/p11551/e952260/tom-sawyer
